S!UNNAMED_3_ADCLK948_I178_VREF0!IC3!3!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page3_i178(0)@cninterface.adclk948(chips)!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!8!8!F449!VREF0!!!!!!!!
S!!IC3!8!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page3_i178(7)@cninterface.adclk948(chips)!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!8!8!F456!VREF1!!!!!!!!
S!!IC3!8!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page3_i178(6)@cninterface.adclk948(chips)!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!8!8!F455!VREF1!!!!!!!!
S!!IC3!8!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page3_i178(5)@cninterface.adclk948(chips)!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!8!8!F454!VREF1!!!!!!!!
S!!IC3!8!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page3_i178(4)@cninterface.adclk948(chips)!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!8!8!F453!VREF1!!!!!!!!
S!!IC3!8!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page3_i178(3)@cninterface.adclk948(chips)!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!8!8!F452!VREF1!!!!!!!!
S!!IC3!8!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page3_i178(2)@cninterface.adclk948(chips)!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!8!8!F451!VREF1!!!!!!!!
S!!IC3!8!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page3_i178(1)@cninterface.adclk948(chips)!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!8!8!F450!VREF1!!!!!!!!
S!!IC3!8!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page3_i178(0)@cninterface.adclk948(chips)!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!8!8!F449!VREF1!!!!!!!!
S!UNNAMED_3_ADCLK948_I178_VREF0!IC3!4!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page3_i178(7)@cninterface.adclk948(chips)!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!8!8!F456!VT0!!!!!!!!
S!UNNAMED_3_ADCLK948_I178_VREF0!IC3!4!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page3_i178(6)@cninterface.adclk948(chips)!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!8!8!F455!VT0!!!!!!!!
S!UNNAMED_3_ADCLK948_I178_VREF0!IC3!4!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page3_i178(5)@cninterface.adclk948(chips)!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!8!8!F454!VT0!!!!!!!!
S!UNNAMED_3_ADCLK948_I178_VREF0!IC3!4!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page3_i178(4)@cninterface.adclk948(chips)!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!8!8!F453!VT0!!!!!!!!
S!UNNAMED_3_ADCLK948_I178_VREF0!IC3!4!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page3_i178(3)@cninterface.adclk948(chips)!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!8!8!F452!VT0!!!!!!!!
S!UNNAMED_3_ADCLK948_I178_VREF0!IC3!4!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page3_i178(2)@cninterface.adclk948(chips)!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!8!8!F451!VT0!!!!!!!!
S!UNNAMED_3_ADCLK948_I178_VREF0!IC3!4!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page3_i178(1)@cninterface.adclk948(chips)!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!8!8!F450!VT0!!!!!!!!
S!UNNAMED_3_ADCLK948_I178_VREF0!IC3!4!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page3_i178(0)@cninterface.adclk948(chips)!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!8!8!F449!VT0!!!!!!!!
S!!IC3!7!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page3_i178(7)@cninterface.adclk948(chips)!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!8!8!F456!VT1!!!!!!!!
S!!IC3!7!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page3_i178(6)@cninterface.adclk948(chips)!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!8!8!F455!VT1!!!!!!!!
S!!IC3!7!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page3_i178(5)@cninterface.adclk948(chips)!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!8!8!F454!VT1!!!!!!!!
S!!IC3!7!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page3_i178(4)@cninterface.adclk948(chips)!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!8!8!F453!VT1!!!!!!!!
S!!IC3!7!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page3_i178(3)@cninterface.adclk948(chips)!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!8!8!F452!VT1!!!!!!!!
S!!IC3!7!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page3_i178(2)@cninterface.adclk948(chips)!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!8!8!F451!VT1!!!!!!!!
S!!IC3!7!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page3_i178(1)@cninterface.adclk948(chips)!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!8!8!F450!VT1!!!!!!!!
S!!IC3!7!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page3_i178(0)@cninterface.adclk948(chips)!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!8!8!F449!VT1!!!!!!!!
S!UNNAMED_3_ADCLK948_I178_Q_1!IC3!13!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page3_i178(6)@cninterface.adclk948(chips)!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!8!8!F455!\q*\(6)!!!!!!!!
S!UNNAMED_3_ADCLK948_I178_Q!IC3!14!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page3_i178(6)@cninterface.adclk948(chips)!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!8!8!F455!Q(6)!!!!!!!!
S!DC_REF_CLK_N<5>!IC3!17!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page3_i178(5)@cninterface.adclk948(chips)!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!8!8!F454!\q*\(5)!!!!!!!!
S!DC_REF_CLK_P<5>!IC3!18!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page3_i178(5)@cninterface.adclk948(chips)!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!8!8!F454!Q(5)!!!!!!!!
S!DC_REF_CLK_N<4>!IC3!19!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page3_i178(4)@cninterface.adclk948(chips)!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!8!8!F453!\q*\(4)!!!!!!!!
S!DC_REF_CLK_P<4>!IC3!20!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page3_i178(4)@cninterface.adclk948(chips)!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!8!8!F453!Q(4)!!!!!!!!
S!DC_REF_CLK_N<3>!IC3!21!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page3_i178(3)@cninterface.adclk948(chips)!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!8!8!F452!\q*\(3)!!!!!!!!
S!DC_REF_CLK_P<3>!IC3!22!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page3_i178(3)@cninterface.adclk948(chips)!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!8!8!F452!Q(3)!!!!!!!!
S!DC_REF_CLK_N<2>!IC3!23!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page3_i178(2)@cninterface.adclk948(chips)!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!8!8!F451!\q*\(2)!!!!!!!!
S!DC_REF_CLK_P<2>!IC3!24!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page3_i178(2)@cninterface.adclk948(chips)!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!8!8!F451!Q(2)!!!!!!!!
S!DC_REF_CLK_N<1>!IC3!27!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page3_i178(1)@cninterface.adclk948(chips)!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!8!8!F450!\q*\(1)!!!!!!!!
S!DC_REF_CLK_P<1>!IC3!28!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page3_i178(1)@cninterface.adclk948(chips)!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!8!8!F450!Q(1)!!!!!!!!
S!DC_REF_CLK_N<0>!IC3!29!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page3_i178(0)@cninterface.adclk948(chips)!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!8!8!F449!\q*\(0)!!!!!!!!
S!DC_REF_CLK_P<0>!IC3!30!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page3_i178(0)@cninterface.adclk948(chips)!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!8!8!F449!Q(0)!!!!!!!!
S!!IC4!9!!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!!!!!!!!!!!!
S!VDD_CLK_BUFFER!IC4!31!!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!!!!!!!!!!!!
S!VDD_CLK_BUFFER!IC4!26!!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!!!!!!!!!!!!
S!VDD_CLK_BUFFER!IC4!25!!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!!!!!!!!!!!!
S!VDD_CLK_BUFFER!IC4!16!!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!!!!!!!!!!!!
S!VDD_CLK_BUFFER!IC4!15!!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!!!!!!!!!!!!
S!VDD_CLK_BUFFER!IC4!10!!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!!!!!!!!!!!!
S!GND!IC4!33!!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!!!!!!!!!!!!
S!RCLK_P1!IC4!1!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page3_i244(7)@cninterface.adclk948(chips)!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!8!8!F448!CLK0!!!!!!!!
S!RCLK_P1!IC4!1!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page3_i244(6)@cninterface.adclk948(chips)!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!8!8!F447!CLK0!!!!!!!!
S!RCLK_P1!IC4!1!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page3_i244(5)@cninterface.adclk948(chips)!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!8!8!F446!CLK0!!!!!!!!
S!RCLK_P1!IC4!1!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page3_i244(4)@cninterface.adclk948(chips)!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!8!8!F445!CLK0!!!!!!!!
S!RCLK_P1!IC4!1!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page3_i244(3)@cninterface.adclk948(chips)!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!8!8!F444!CLK0!!!!!!!!
S!RCLK_P1!IC4!1!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page3_i244(2)@cninterface.adclk948(chips)!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!8!8!F443!CLK0!!!!!!!!
S!RCLK_P1!IC4!1!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page3_i244(1)@cninterface.adclk948(chips)!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!8!8!F442!CLK0!!!!!!!!
S!RCLK_P1!IC4!1!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page3_i244(0)@cninterface.adclk948(chips)!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!8!8!F441!CLK0!!!!!!!!
S!RCLK_N1!IC4!2!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page3_i244(7)@cninterface.adclk948(chips)!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!8!8!F448!\clk0*\!!!!!!!!
S!RCLK_N1!IC4!2!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page3_i244(6)@cninterface.adclk948(chips)!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!8!8!F447!\clk0*\!!!!!!!!
S!RCLK_N1!IC4!2!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page3_i244(5)@cninterface.adclk948(chips)!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!8!8!F446!\clk0*\!!!!!!!!
S!RCLK_N1!IC4!2!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page3_i244(4)@cninterface.adclk948(chips)!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!8!8!F445!\clk0*\!!!!!!!!
S!RCLK_N1!IC4!2!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page3_i244(3)@cninterface.adclk948(chips)!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!8!8!F444!\clk0*\!!!!!!!!
S!RCLK_N1!IC4!2!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page3_i244(2)@cninterface.adclk948(chips)!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!8!8!F443!\clk0*\!!!!!!!!
S!RCLK_N1!IC4!2!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page3_i244(1)@cninterface.adclk948(chips)!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!8!8!F442!\clk0*\!!!!!!!!
S!RCLK_N1!IC4!2!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page3_i244(0)@cninterface.adclk948(chips)!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!8!8!F441!\clk0*\!!!!!!!!
S!UNNAMED_3_ADCLK948_I244_CLK1!IC4!5!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page3_i244(7)@cninterface.adclk948(chips)!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!8!8!F448!CLK1!!!!!!!!
S!UNNAMED_3_ADCLK948_I244_CLK1!IC4!5!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page3_i244(6)@cninterface.adclk948(chips)!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!8!8!F447!CLK1!!!!!!!!
S!UNNAMED_3_ADCLK948_I244_CLK1!IC4!5!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page3_i244(5)@cninterface.adclk948(chips)!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!8!8!F446!CLK1!!!!!!!!
S!UNNAMED_3_ADCLK948_I244_CLK1!IC4!5!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page3_i244(4)@cninterface.adclk948(chips)!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!8!8!F445!CLK1!!!!!!!!
S!UNNAMED_3_ADCLK948_I244_CLK1!IC4!5!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page3_i244(3)@cninterface.adclk948(chips)!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!8!8!F444!CLK1!!!!!!!!
S!UNNAMED_3_ADCLK948_I244_CLK1!IC4!5!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page3_i244(2)@cninterface.adclk948(chips)!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!8!8!F443!CLK1!!!!!!!!
S!UNNAMED_3_ADCLK948_I244_CLK1!IC4!5!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page3_i244(1)@cninterface.adclk948(chips)!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!8!8!F442!CLK1!!!!!!!!
S!UNNAMED_3_ADCLK948_I244_CLK1!IC4!5!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page3_i244(0)@cninterface.adclk948(chips)!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!8!8!F441!CLK1!!!!!!!!
S!UNNAMED_3_ADCLK948_I244_CLK1_1!IC4!6!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page3_i244(7)@cninterface.adclk948(chips)!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!8!8!F448!\clk1*\!!!!!!!!
S!UNNAMED_3_ADCLK948_I244_CLK1_1!IC4!6!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page3_i244(6)@cninterface.adclk948(chips)!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!8!8!F447!\clk1*\!!!!!!!!
S!UNNAMED_3_ADCLK948_I244_CLK1_1!IC4!6!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page3_i244(5)@cninterface.adclk948(chips)!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!8!8!F446!\clk1*\!!!!!!!!
S!UNNAMED_3_ADCLK948_I244_CLK1_1!IC4!6!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page3_i244(4)@cninterface.adclk948(chips)!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!8!8!F445!\clk1*\!!!!!!!!
S!UNNAMED_3_ADCLK948_I244_CLK1_1!IC4!6!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page3_i244(3)@cninterface.adclk948(chips)!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!8!8!F444!\clk1*\!!!!!!!!
S!UNNAMED_3_ADCLK948_I244_CLK1_1!IC4!6!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page3_i244(2)@cninterface.adclk948(chips)!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!8!8!F443!\clk1*\!!!!!!!!
S!UNNAMED_3_ADCLK948_I244_CLK1_1!IC4!6!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page3_i244(1)@cninterface.adclk948(chips)!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!8!8!F442!\clk1*\!!!!!!!!
S!UNNAMED_3_ADCLK948_I244_CLK1_1!IC4!6!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page3_i244(0)@cninterface.adclk948(chips)!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!8!8!F441!\clk1*\!!!!!!!!
S!UNNAMED_3_ADCLK948_I244_INSEL!IC4!32!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page3_i244(7)@cninterface.adclk948(chips)!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!8!8!F448!IN_SEL!!!!!!!!
S!UNNAMED_3_ADCLK948_I244_INSEL!IC4!32!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page3_i244(6)@cninterface.adclk948(chips)!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!8!8!F447!IN_SEL!!!!!!!!
S!UNNAMED_3_ADCLK948_I244_INSEL!IC4!32!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page3_i244(5)@cninterface.adclk948(chips)!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!8!8!F446!IN_SEL!!!!!!!!
S!UNNAMED_3_ADCLK948_I244_INSEL!IC4!32!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page3_i244(4)@cninterface.adclk948(chips)!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!8!8!F445!IN_SEL!!!!!!!!
S!UNNAMED_3_ADCLK948_I244_INSEL!IC4!32!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page3_i244(3)@cninterface.adclk948(chips)!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!8!8!F444!IN_SEL!!!!!!!!
S!UNNAMED_3_ADCLK948_I244_INSEL!IC4!32!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page3_i244(2)@cninterface.adclk948(chips)!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!8!8!F443!IN_SEL!!!!!!!!
S!UNNAMED_3_ADCLK948_I244_INSEL!IC4!32!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page3_i244(1)@cninterface.adclk948(chips)!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!8!8!F442!IN_SEL!!!!!!!!
S!UNNAMED_3_ADCLK948_I244_INSEL!IC4!32!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page3_i244(0)@cninterface.adclk948(chips)!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!8!8!F441!IN_SEL!!!!!!!!
S!UNNAMED_3_ADCLK948_I244_Q!IC4!11!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page3_i244(7)@cninterface.adclk948(chips)!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!8!8!F448!\q*\(7)!!!!!!!!
S!UNNAMED_3_ADCLK948_I244_Q_1!IC4!12!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page3_i244(7)@cninterface.adclk948(chips)!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!8!8!F448!Q(7)!!!!!!!!
S!UNNAMED_3_ADCLK948_I244_VREF0!IC4!3!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page3_i244(7)@cninterface.adclk948(chips)!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!8!8!F448!VREF0!!!!!!!!
S!UNNAMED_3_ADCLK948_I244_VREF0!IC4!3!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page3_i244(6)@cninterface.adclk948(chips)!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!8!8!F447!VREF0!!!!!!!!
S!UNNAMED_3_ADCLK948_I244_VREF0!IC4!3!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page3_i244(5)@cninterface.adclk948(chips)!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!8!8!F446!VREF0!!!!!!!!
S!UNNAMED_3_ADCLK948_I244_VREF0!IC4!3!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page3_i244(4)@cninterface.adclk948(chips)!ADCLK948BCPZ-VCC=VDD_CLK_BUFFEA!8!8!F445!VREF0!!!!!!!!
